ID;ТУ;ДАТА;ПРОЕКТ;ЗАДАЧА;СОДЕРЖАНИЕ;РЕЗУЛЬТАТ;МЕСТО;ОЧТЕТ;ИНФО
4566;АЭР;02.06.22;Уралэнергосбыт;Конкурс;Анализ;ок;офис АЭР;;
4567;АЭР;02.06.22;Тюмень Восток;Комплектация; -;неокончено;офис АЭР;;
4568;АЭР;02.06.22;ЭСКФ-2;ПНР; -;неокончено;офис АЭР;;НРига
4569;АЭР;02.06.22;ЭСКФ-2;СМР;подготовка;ок;офис АЭР;;НРига
4570;АЭР;02.06.22; -;Техническое развитие; -;ок;офис АЭР;;М236
4571;АЭР;03.06.22;ESA_DB;Разработка; -;ок;дома;;
4572;АЭР;03.06.22;Глобус 2022; -; -;ок;офис АЭР;;
4573;АЭР;03.06.22;ЭСКФ-2;ПНР; -;ок;офис АЭР;;3 объекта
4574;АЭР;03.06.22;ЭСКФ-2;Комплектация;Логистика;ок;офис АЭР;;
4575;АЭР;04.06.22;ESA_DB;Разработка; -;ок;дома;;
4576;АЭР;05.06.22;ESA_DB;Разработка; -;ок;дома;;
4577;АЭР;06.06.22;ESA_DB;Разработка; -;ок;дома;;
4578;АЭР;06.06.22;ЭСКФ-2;ПНР; -;ок;офис АЭР;;Нновгород
4579;АЭР;06.06.22;ЭСКФ-2;Комплектация;Логистика;неокончено;офис АЭР;;
4580;АЭР;06.06.22;Уралэнергосбыт;Конкурс;ТКП;ок;офис АЭР;;
4581;АЭР;07.06.22;СК Энергосбыт; -;Документы;ок;офис АЭР;;
4582;АЭР;07.06.22;ЭСКФ-2;ПИР;сведения о силовом оборудовании;неокончено;офис АЭР;;
4583;АЭР;07.06.22; -; -; -;ок;офис АЭР;;
4584;АЭР;07.06.22; -; -;Логистика;ок;командировка;;почта
4585;АЭР;08.06.22;СК Энергосбыт; -;Логистика;ок;командировка;;почта
4586;АЭР;08.06.22;ЭСКФ-2;ПИР;сведения о силовом оборудовании;ок;офис АЭР;;
4587;АЭР;08.06.22;ЭСКФ-2;Комплектация;Логистика;неокончено;офис АЭР;;
4588;АЭР;08.06.22;ЭСКФ-2;СМР;подготовка;ок;офис АЭР;;НРига
4589;АЭР;08.06.22; -; -; -;ок;офис АЭР;;
4590;АЭР;09.06.22; -; -; -;ок;офис АЭР;;
4591;АЭР;10.06.22;ЭСКФ-2;СМР; -;ок;офис АЭР;;НРига
4592;АЭР;11.06.22;ЭСКФ-2;ПНР; -;ок;офис АЭР;;Партизана Германа
4593;АЭР;14.06.22;Уралэнергосбыт;Конкурс;ТКП;ок;офис АЭР;;
4594;АЭР;14.06.22;Тюмень Восток;ПИР;Документы;ок;офис АЭР;;потери
4595;АЭР;14.06.22;Глобус 2022; -;Документы;ок;офис АЭР;;
4596;АЭР;14.06.22;ЭСКФ-2;ПНР; -;ок;офис АЭР;;НРига
4597;АЭР;14.06.22;ЭСКФ-2;ППО;Документы;неокончено;офис АЭР;;НРига
4598;АЭР;14.06.22; -; -; -;ок;офис АЭР;;
4599;АЭР;15.06.22;ESA_DB;Разработка; -;ок;дома;;Невинномысск
4600;АЭР;15.06.22;ЭСКФ-2;СМР;подготовка;ок;офис АЭР;;Невинномысск
4601;АЭР;15.06.22;Тюмень Восток;Комплектация; -;ок;офис АЭР;;
4602;АЭР;15.06.22;Уралэнергосбыт;ТКП;Анализ;ок;офис АЭР;;
4603;АЭР;15.06.22;Тюмень Восток;СМР;Персонал;неокончено;офис АЭР;;
4604;АЭР;16.06.22;Глобус ТО;Техсопровождение; -;ок;офис АЭР;;
4605;АЭР;16.06.22;ЭСКФ-2;СМР;подготовка;ок;офис АЭР;;
4606;АЭР;16.06.22;Типовое ОТ;Разработка;Документы;ок;офис АЭР;;
4607;АЭР;16.06.22;ЭСКФ-2;СМР;Документы;ок;офис АЭР;;Маслова АН
4608;АЭР;17.06.22;ЭСКФ-2;ППО; -;ок;дома;;Липецк
4609;АЭР;17.06.22; -; -; -;ок;дома;;
4610;АЭР;17.06.22; -; -; -;ок;офис АЭР;;
4611;АЭР;17.06.22;Уралэнергосбыт;Договор;Документы;ок;офис АЭР;;Воронеж: договор
4612;АЭР;17.06.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4613;АЭР;17.06.22; -; -;Документы;ок;офис АЭР;;
4614;АЭР;17.06.22;ТОБЭСК;ПНР; -;ок;офис АЭР;;модемы
4615;АЭР;20.06.22;Тюмень Восток;СМР;Персонал;неокончено;офис АЭР;;
4616;АЭР;20.06.22; -; -; -;ок;офис АЭР;;
4617;АЭР;20.06.22;Уралэнергосбыт;Договор;Документы;ок;офис АЭР;;Псков договор
4618;АЭР;20.06.22;Тюмень Восток;ПНР;подготовка;неокончено;офис АЭР;;
4619;АЭР;21.06.22; -; -;Документы;ок;офис АЭР;;
4620;АЭР;21.06.22;ЭСКФ-1;Техсопровождение; -;ок;офис АЭР;;
4621;АЭР;21.06.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4622;АЭР;21.06.22; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
4623;АЭР;21.06.22; -; -; -;ок;офис АЭР;;
4624;АЭР;21.06.22;ESA_DB;Разработка; -;ок;дома;;
4625;АЭР;21.06.22;ESA_DB;Презентация; -;ок;офис АЭР;;
4626;АЭР;21.06.22;Уралэнергосбыт;ППО;подготовка;неокончено;офис АЭР;;
4627;АЭР;22.06.22;ESA_DB;Разработка; -;ок;дома;;
4628;АЭР;22.06.22;ЭСКФ-2;Комплектация; -;ок;офис АЭР;;Выборг
4629;АЭР;22.06.22;Уралэнергосбыт;ППО;подготовка;неокончено;офис АЭР;;
4630;АЭР;22.06.22;ЭСКФ-2;Техсопровождение; -;ок;офис АЭР;;
4631;АЭР;22.06.22; -; -; -;ок;офис АЭР;;
4632;АЭР;23.06.22;ESA_DB;Разработка; -;ок;дома;;
4633;АЭР;23.06.22;ЭСКФ-2;СМР;подготовка;неокончено;офис АЭР;;
4634;АЭР;23.06.22;Уралэнергосбыт;ППО;подготовка;ок;офис АЭР;;
4635;АЭР;23.06.22; -; -;Документы;ок;офис АЭР;;
4636;АЭР;24.06.22;ESA_DB;Разработка; -;ок;дома;;
4637;АЭР;24.06.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4638;АЭР;24.06.22; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
4639;АЭР;24.06.22;ЭСКФ-2;СМР;подготовка;ок;офис АЭР;;
4640;АЭР;24.06.22;Уралэнергосбыт;ППО;подготовка;ок;офис АЭР;;
4641;АЭР;24.06.22; -;Оборудование;ремонт;неокончено;офис АЭР;;
4642;АЭР;24.06.22;Тюмень Восток;МО;Документы;неокончено;офис АЭР;;
4643;АЭР;25.06.22;ESA_DB;Разработка; -;ок;дома;;
4644;АЭР;26.06.22;ESA_DB;Разработка; -;ок;дома;;
4645;АЭР;27.06.22;Уралэнергосбыт;ППО; -;ок;командировка;;
4646;АЭР;28.06.22;Уралэнергосбыт;ППО;Анализ;ок;офис АЭР;;
4647;АЭР;28.06.22;ЭСКФ-2;ППО;Анализ;ок;офис АЭР;;Самара
4648;АЭР;28.06.22;ЭСКФ-1;Испытания;подготовка;ок;офис АЭР;;
4649;АЭР;28.06.22; -; -; -;ок;офис АЭР;;
4650;АЭР;28.06.22;Глобус ТО;Сдача работ;Документы;неокончено;офис АЭР;;
4651;АЭР;28.06.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4652;АЭР;29.06.22;ЭСКФ-2;СМР;подготовка;ок;офис АЭР;;
4653;АЭР;29.06.22;Типовое ОТ;ПИР;Документы;неокончено;офис АЭР;;ЭД
4654;АЭР;30.06.22; -; -;Документы;ок;офис АЭР;;
4655;АЭР;30.06.22; -; -; -;ок;офис АЭР;;
4656;АЭР;30.06.22;Типовое ОТ;ПИР;Документы;неокончено;офис АЭР;;ЭД
4657;АЭР;01.07.22; -; -;Документы;ок;офис АЭР;;почта
4658;АЭР;01.07.22;ЭСКФ-2;СМР;подготовка;ок;офис АЭР;;
4659;АЭР;01.07.22;Уралэнергосбыт;ППО;Техническое решение;ок;офис АЭР;;
4660;АЭР;01.07.22;ЭСКФ-2;Опытная эксплуатация;Анализ;неокончено;офис АЭР;;
4661;АЭР;01.07.22;Уралэнергосбыт;ПИР; -;ок;офис АЭР;;
4662;АЭР;01.07.22;Глобус ТО;Комплектация; -;неокончено;офис АЭР;;
4663;АЭР;01.07.22; -; -; -;ок;офис АЭР;;
4664;АЭР;03.07.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4665;АЭР;04.07.22;ЭСКФ-2;СМР; -;ок;командировка;;Воронеж
4666;АЭР;05.07.22;Уралэнергосбыт;ППО; -;ок;командировка;;Воронеж
4667;АЭР;06.07.22;Уралэнергосбыт;ППО;Документы;ок;офис АЭР;;Воронеж
4668;АЭР;06.07.22; -; -; -;ок;офис АЭР;;
4669;АЭР;07.07.22;ЭСКФ-2;СМР; -;ок;отпуск;;
4670;АЭР;07.07.22;ЭСКФ-2;МО; -;неокончено;отпуск;;
4671;АЭР;07.07.22; -; -; -;ок;отпуск;;
4672;АЭР;08.07.22;ЭСКФ-2;МО; -;ок;отпуск;;
4673;АЭР;08.07.22;Уралэнергосбыт;МО;Переговоры с подрядчиком;ок;отпуск;;
4674;АЭР;08.07.22; -; -; -;ок;отпуск;;
4675;АЭР;11.07.22;Уралэнергосбыт;ППО;Документы;неокончено;офис АЭР;;
4676;АЭР;11.07.22;Уралэнергосбыт;МО;Переговоры с подрядчиком;ок;офис АЭР;;
4677;АЭР;11.07.22;Уралэнергосбыт;ППО;Техническое решение;ок;офис АЭР;;
4678;АЭР;11.07.22; -; -; -;ок;офис АЭР;;
4679;АЭР;12.07.22;Глобус ТО;Испытания;подготовка;неокончено;офис АЭР;;
4680;АЭР;12.07.22;Уралэнергосбыт;ППО;Документы;ок;офис АЭР;;отчет Псков
4681;АЭР;12.07.22; -; -; -;ок;офис АЭР;;
4682;АЭР;13.07.22;Глобус ТО;Испытания;подготовка;ок;офис АЭР;;
4683;АЭР;13.07.22;Глобус ТО;Испытания; -;ок;офис АЭР;;
4684;АЭР;13.07.22;Уралэнергосбыт;ППО;Документы;ок;офис АЭР;;отчет Воронеж
4685;АЭР;13.07.22;Глобус ТО;Сдача работ;Документы;ок;офис АЭР;;
4686;АЭР;13.07.22; -; -; -;ок;офис АЭР;;
4687;АЭР;14.07.22;Уралэнергосбыт;ППО;Документы;ок;офис АЭР;;отчет Воронеж
4688;АЭР;14.07.22;ЭСКФ-2;Техсопровождение; -;ок;офис АЭР;;
4689;АЭР;14.07.22; -; -; -;ок;офис АЭР;;
4690;АЭР;14.07.22; -; -;Документы;ок;командировка;;почта
4691;АЭР;15.07.22;Уралэнергосбыт;ППО;Документы;ок;офис АЭР;;отчет Воронеж
4692;АЭР;15.07.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;
4693;АЭР;15.07.22; -; -; -;ок;офис АЭР;;
4694;АЭР;18.07.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;
4695;АЭР;18.07.22; -; -; -;ок;офис АЭР;;
4696;АЭР;19.07.22;ЭСКФ-2;МНР; -;неокончено;дома;;
4697;АЭР;19.07.22;ЭСКФ-2;МО;Документы;неокончено;офис АЭР;;
4698;АЭР;19.07.22;Тюмень Восток;ППО; -;ок;офис АЭР;;
4699;АЭР;19.07.22;Уралэнергосбыт;ППО;Документы;ок;офис АЭР;;отчет Воронеж
4700;АЭР;19.07.22;Уралэнергосбыт;ППО;подготовка;неокончено;офис АЭР;;Кирса
4701;АЭР;20.07.22;Уралэнергосбыт;ППО;подготовка;ок;офис АЭР;;Кирса
4702;АЭР;20.07.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;ТРП Псков
4703;АЭР;20.07.22; -;Техническое развитие; -;ок;офис АЭР;;ГОСТ АСУ ТП
4704;АЭР;20.07.22;Уралэнергосбыт;ППО;Анализ;ок;офис АЭР;;Кирса
4705;АЭР;21.07.22;Уралэнергосбыт;ППО;Документы;ок;офис АЭР;;отчет Псков
4706;АЭР;21.07.22;ЭСКФ-1;Испытания; -;ок;офис АЭР;;
4707;АЭР;22.07.22;ЭСКФ-2;МО;Переговоры с подрядчиком;неокончено;офис АЭР;;
4708;АЭР;22.07.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4709;АЭР;22.07.22;Уралэнергосбыт;ПИР;подготовка;неокончено;офис АЭР;;Псков
4710;АЭР;25.07.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4711;АЭР;26.07.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4712;АЭР;26.07.22;Уралэнергосбыт;ППО;подготовка;неокончено;офис АЭР;;Кирса
4713;АЭР;26.07.22;Уралэнергосбыт;ПИР;техконтроль;ок;офис АЭР;;ТРП Псков
4714;АЭР;26.07.22; -;Техническое развитие; -;ок;офис АЭР;;схема изм цепей ИКК
4715;АЭР;27.07.22;Уралэнергосбыт;ППО;подготовка;неокончено;офис АЭР;;Кирса
4716;АЭР;27.07.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4717;АЭР;27.07.22; -;Техническое развитие; -;ок;офис АЭР;;ЧРП
4718;АЭР;27.07.22; -; -; -;ок;офис АЭР;;
4719;АЭР;28.07.22;Уралэнергосбыт;ППО;подготовка;ок;офис АЭР;;Кирса
4720;АЭР;28.07.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4721;АЭР;28.07.22;Ачинск КЗП;ТКП; -;ок;офис АЭР;;
4722;АЭР;28.07.22; -; -; -;ок;офис АЭР;;
4723;АЭР;29.07.22;ЭСКФ-2;Опытная эксплуатация; -;ок;командировка;;Бартеньевская
4724;АЭР;02.08.22;Уралэнергосбыт;ППО; -;ок;командировка;;Кирса
4725;АЭР;03.08.22;ЭСКФ-2;Метрология;Переговоры с подрядчиком;неокончено;офис АЭР;;НРига
4726;АЭР;03.08.22;Уралэнергосбыт;ППО;Документы;ок;офис АЭР;;Воронеж
4727;АЭР;03.08.22;Уралэнергосбыт;ППО;Анализ;неокончено;офис АЭР;;Кирса
4728;АЭР;03.08.22;Уралэнергосбыт;ППО;Техническое решение;неокончено;офис АЭР;;Кирса
4729;АЭР;03.08.22; -;Ревизия дел; -;ок;офис АЭР;;
4730;АЭР;03.08.22; -;Техническое развитие; -;ок;офис АЭР;;ТТ для РЖД
4731;АЭР;04.08.22; -;Ревизия дел; -;ок;офис АЭР;;
4732;АЭР;04.08.22;ESA_DB;Ревизия дел; -;ок;офис АЭР;;
4733;АЭР;04.08.22;ЭСКФ-2;Метрология;Переговоры с подрядчиком;ок;офис АЭР;;НРига
4734;АЭР;04.08.22;ЭСКФ-2;Комплектация; -;ок;офис АЭР;;Воронеж
4735;АЭР;04.08.22;ЭСКФ-2;ППО;подготовка;неокончено;офис АЭР;;Самара
4736;АЭР;04.08.22;Уралэнергосбыт; -; -;ок;офис АЭР;;
4737;АЭР;04.08.22; -; -; -;ок;офис АЭР;;
4738;АЭР;05.08.22;Уралэнергосбыт;ПИР;подготовка;неокончено;офис АЭР;;
4739;АЭР;05.08.22;ЭСКФ-2;ППО;подготовка;неокончено;офис АЭР;;Самара
4740;АЭР;05.08.22;ТОБЭСК;Испытания;подготовка;неокончено;офис АЭР;;
4741;АЭР;05.08.22; -; -; -;ок;офис АЭР;;
4742;АЭР;05.08.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4743;АЭР;06.08.22;ESA_DB;Разработка; -;ок;дома;;
4744;АЭР;06.08.22;ЭСКФ-2;ППО;подготовка;ок;офис АЭР;;Самара
4745;АЭР;06.08.22;Уралэнергосбыт;ПИР;подготовка;неокончено;офис АЭР;;
4746;АЭР;08.08.22; -;Ревизия дел; -;ок;офис АЭР;;
4747;АЭР;08.08.22; -; -; -;ок;офис АЭР;;
4748;АЭР;08.08.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4749;АЭР;08.08.22;ЭСКФ-2;ППО; -;неокончено;офис АЭР;;Сочи
4750;АЭР;08.08.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4751;АЭР;09.08.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4752;АЭР;09.08.22;Стекольный завод;Сдача работ;Документы;ок;офис АЭР;;
4753;АЭР;09.08.22;Уралэнергосбыт;ПИР;Техническое решение;неокончено;офис АЭР;;Кирса
4754;АЭР;09.08.22;ТОБЭСК;Испытания;подготовка;ок;офис АЭР;;
4755;АЭР;09.08.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4756;АЭР;09.08.22; -; -; -;ок;офис АЭР;;
4757;АЭР;10.08.22;ЭСКФ-2;ППО; -;ок;дома;;Самара
4758;АЭР;10.08.22;ЭСКФ-2;МНР; -;неокончено;офис АЭР;;Выборг
4759;АЭР;10.08.22; -; -; -;ок;офис АЭР;;
4760;АЭР;10.08.22;ЭСКФ-2;ППО;Анализ;ок;офис АЭР;;Самара
4761;АЭР;10.08.22;ЭСКФ-2;ППО; -;неокончено;офис АЭР;;Сочи
4762;АЭР;10.08.22;ЭСКФ-2;ППО;Анализ;ок;офис АЭР;;Сочи
4763;АЭР;10.08.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4764;АЭР;11.08.22;ЭСКФ-2;МНР; -;ок;офис АЭР;;Выборг
4765;АЭР;11.08.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;Псков
4766;АЭР;11.08.22;Ачинск КЗП;ТКП;Переговоры с заказчиком;неокончено;офис АЭР;;
4767;АЭР;11.08.22;Уралэнергосбыт;ПИР;Техническое решение;неокончено;офис АЭР;;Кирса
4768;АЭР;11.08.22; -; -; -;ок;офис АЭР;;
4769;АЭР;11.08.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4770;АЭР;12.08.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4771;АЭР;12.08.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4772;АЭР;12.08.22;Уралэнергосбыт;ПИР;Техническое решение;ок;офис АЭР;;Кирса
4773;АЭР;12.08.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;Псков
4774;АЭР;12.08.22;ЭСКФ-2;ППО; -;ок;офис АЭР;;Сочи
4775;АЭР;16.08.22; -; -; -;ок;офис АЭР;;
4776;АЭР;17.08.22;ЭСКФ-2;Метрология;подготовка;неокончено;командировка;;НРига
4777;АЭР;17.08.22;ТОБЭСК;Метрология;Документы;ок;командировка;;СДЭК
4778;АЭР;17.08.22; -; -; -;ок;офис АЭР;;
4779;АЭР;18.08.22;ТОБЭСК;Испытания;подготовка;неокончено;офис АЭР;;
4780;АЭР;18.08.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4781;АЭР;18.08.22; -; -; -;ок;офис АЭР;;
4782;АЭР;19.08.22;ТОБЭСК;Испытания;подготовка;ок;офис АЭР;;
4783;АЭР;19.08.22;ТОБЭСК;Испытания; -;ок;офис АЭР;;
4784;АЭР;19.08.22;Уралэнергосбыт;ПИР; -;ок;офис АЭР;;Псков
4785;АЭР;22.08.22;Уралэнергосбыт;ПИР; -;ок;офис АЭР;;Кирса
4786;АЭР;22.08.22; -; -; -;ок;офис АЭР;;
4787;АЭР;22.08.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4788;АЭР;23.08.22;Уралэнергосбыт;ПИР;техконтроль;ок;офис АЭР;;Псков
4789;АЭР;23.08.22;Ачинск КЗП;ТКП; -;ок;офис АЭР;;
4790;АЭР;23.08.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4791;АЭР;23.08.22;Уралэнергосбыт;ППО;Документы;ок;офис АЭР;;Кирса
4792;АЭР;24.08.22;Уралэнергосбыт;ПИР;техконтроль;ок;офис АЭР;;Псков
4793;АЭР;24.08.22; -;Ревизия дел; -;ок;офис АЭР;;
4794;АЭР;24.08.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;Псков
4795;АЭР;24.08.22;Ачинск КЗП;ПИР;Анализ;неокончено;офис АЭР;;
4796;АЭР;25.08.22; -; -; -;ок;офис АЭР;;
4797;АЭР;26.08.22;ЭСКФ-2;ППО; -;ок;отпуск;;Самара
4798;АЭР;26.08.22;ЭСКФ-2;МНР; -;ок;отпуск;;Воронеж
4799;АЭР;29.08.22;ЭСКФ-2;МНР;подготовка;ок;офис АЭР;;НРига
4800;АЭР;29.08.22;Уралэнергосбыт;ПИР;техконтроль;ок;офис АЭР;;Псков
4801;АЭР;29.08.22; -; -; -;ок;офис АЭР;;
4802;АЭР;29.08.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4803;АЭР;29.08.22;ЭСКФ-2;МНР; -;ок;офис АЭР;;НРига
4804;АЭР;30.08.22;ЭСКФ-2;АТС допуск; -;ок;офис АЭР;;
4805;АЭР;30.08.22; -; -; -;ок;офис АЭР;;
4806;АЭР;30.08.22;ЭСКФ-2;ППО; -;ок;офис АЭР;;НРига
4807;КВБ;30.08.22;ESA_DB;Разработка; -;ок;отгул;;
4808;АЭР;31.08.22; -; -;Документы;ок;офис АЭР;;СРО
4809;АЭР;31.08.22;ЭСКФ-2;МНР; -;неокончено;офис АЭР;;Воронеж
4810;АЭР;31.08.22;ЭСКФ-2;ППО; -;неокончено;офис АЭР;;Сочи
4811;АЭР;31.08.22;ЭСКФ-2;ППО; -;неокончено;офис АЭР;;шильды
4812;АЭР;01.09.22; -; -; -;ок;офис АЭР;;
4813;АЭР;01.09.22;НМОУ;Сдача работ;Документы;неокончено;офис АЭР;;
4814;АЭР;01.09.22;Уралэнергосбыт;ППО; -;неокончено;офис АЭР;;Кирса
4815;АЭР;01.09.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4816;АЭР;02.09.22;ЭСКФ-2;МО;Документы;ок;офис АЭР;;НРига
4817;АЭР;02.09.22;Уралэнергосбыт;ППО; -;ок;офис АЭР;;Кирса
4818;АЭР;02.09.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4819;АЭР;02.09.22;РН Энерго Глобус;ППО; -;ок;офис АЭР;;предварительно
4820;АЭР;02.09.22;НМОУ;Сдача работ;Документы;неокончено;офис АЭР;;
4821;АЭР;05.09.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4822;АЭР;05.09.22;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
4823;АЭР;05.09.22; -; -; -;ок;офис АЭР;;
4824;АЭР;06.09.22;НМОУ;Сдача работ;Документы;ок;командировка;;
4825;АЭР;06.09.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4826;АЭР;06.09.22;Уралэнергосбыт;ТКП; -;неокончено;офис АЭР;;
4827;АЭР;07.09.22;Уралэнергосбыт;ТКП; -;ок;офис АЭР;;
4828;АЭР;07.09.22;НМОУ;Техсопровождение; -;ок;офис АЭР;;
4829;АЭР;07.09.22;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
4830;АЭР;07.09.22;РН Энерго Глобус;ППО; -;ок;офис АЭР;;
4831;АЭР;07.09.22;Уралэнергосбыт;ПИР;Документы;ок;командировка;;Псков
4832;АЭР;07.09.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;Воронеж
4833;АЭР;08.09.22;Уралэнергосбыт; -; -;ок;офис АЭР;;
4834;АЭР;08.09.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4835;АЭР;08.09.22;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
4836;КВБ;08.09.22;ESA_DB;Разработка; -;ок;дома;;
4837;АЭР;09.09.22;НМОУ;Сдача работ;Документы;ок;командировка;;
4838;АЭР;09.09.22;РН Энерго Глобус;ППО; -;ок;офис АЭР;;
4839;АЭР;09.09.22;Уралэнергосбыт;ПИР;техконтроль;ок;офис АЭР;;Воронеж
4840;АЭР;09.09.22;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
4841;АЭР;12.09.22;Гидропресс;ТКП; -;ок;офис АЭР;;
4842;АЭР;12.09.22;ЭСКФ-2;ППО; -;ок;офис АЭР;;
4843;АЭР;12.09.22;ЭСКФ-2;Метрология; -;ок;офис АЭР;;
4844;АЭР;13.09.22;ЭСКФ-2; -; -;ок;больничный;;
4845;АЭР;13.09.22;РН Энерго Глобус;ППО; -;ок;больничный;;
4846;АЭР;13.09.22;Альмис;ТКП; -;ок;больничный;;
4847;АЭР;13.09.22;Уралэнергосбыт;ПИР; -;ок;больничный;;Кирса
4848;АЭР;13.09.22;Уралэнергосбыт;СМР;подготовка;неокончено;больничный;;псков
4849;АЭР;14.09.22;ЭСКФ-2; -; -;ок;дома;;
4850;АЭР;14.09.22; -;Ревизия дел; -;ок;офис АЭР;;
4851;АЭР;14.09.22;пресс;ТКП;Анализ;ок;офис АЭР;;
4852;АЭР;14.09.22;ТОБЭСК;Бюджет; -;ок;офис АЭР;;Рязань
4853;АЭР;14.09.22;РН Энерго Глобус;ТКП; -;ок;офис АЭР;;
4854;АЭР;15.09.22;ЭСКФ-2;Ревизия дел;опросный лист;ок;офис АЭР;;
4855;АЭР;15.09.22;Чехов пресс;ТКП;Анализ;ок;офис АЭР;;
4856;АЭР;15.09.22;Альмис;ТКП; -;ок;офис АЭР;;
4857;АЭР;15.09.22; -; -; -;ок;офис АЭР;;
4858;АЭР;15.09.22; -;ОТ и ТБ;промбезопасность;ок;офис АЭР;;
4859;АЭР;16.09.22;ЭСКФ-2;Бюджет; -;ок;офис АЭР;;
4860;АЭР;16.09.22;Чехов пресс;ПИР;схемы;ок;офис АЭР;;
4861;АЭР;16.09.22;Чехов пресс;Комплектация;Анализ;ок;офис АЭР;;
4862;АЭР;16.09.22; -; -; -;ок;офис АЭР;;
4863;АЭР;21.09.22;Чехов пресс;ПИР;схемы;ок;офис АЭР;;
4864;АЭР;21.09.22; -; -; -;ок;офис АЭР;;
4865;АЭР;22.09.22;РН Энерго Глобус;ТЗ;Документы;ок;офис АЭР;;
4866;АЭР;22.09.22;Чехов пресс;ПИР; -;ок;офис АЭР;;
4867;АЭР;22.09.22;Чехов пресс;Комплектация; -;неокончено;офис АЭР;;
4868;АЭР;22.09.22;Альмис;ТКП; -;ок;офис АЭР;;
4869;АЭР;22.09.22; -; -; -;ок;офис АЭР;;
4870;АЭР;23.09.22;РН Энерго Глобус;ТЗ;Документы;ок;офис АЭР;;
4871;АЭР;23.09.22;Чехов пресс;Комплектация; -;неокончено;офис АЭР;;
4872;АЭР;23.09.22; -; -; -;ок;офис АЭР;;
4873;КВБ;23.09.22;ESA_DB;Разработка;схемы;ок;офис АЭР;;AlbumStore
4874;КВБ;24.09.22;ESA_DB;Разработка; -;ок;дома;;
4875;АЭР;26.09.22;Чехов пресс;Комплектация; -;неокончено;офис АЭР;;
4876;АЭР;26.09.22;Уралэнергосбыт;ПИР; -;неокончено;офис АЭР;;Кирса
4877;АЭР;26.09.22; -;Техническое развитие; -;ок;офис АЭР;;GSM 3G
4878;АЭР;26.09.22; -; -; -;ок;офис АЭР;;
4879;АЭР;26.09.22;ЭСКФ-2;ППО; -;ок;офис АЭР;;Выборг
4880;АЭР;27.09.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4881;АЭР;27.09.22; -;Ревизия дел; -;ок;офис АЭР;;
4882;АЭР;27.09.22;ЭСКФ-2;ГТП;согласование схем;неокончено;офис АЭР;;Самара
4883;АЭР;27.09.22;Уралэнергосбыт;ППО;поверка ТТ ТН;ок;офис АЭР;;Воронеж
4884;АЭР;27.09.22;Чехов пресс;Комплектация; -;ок;офис АЭР;;
4885;АЭР;27.09.22;Чехов пресс;ПИР;схемы;ок;офис АЭР;;
4886;АЭР;28.09.22;Чехов пресс;МНР; -;неокончено;командировка;;
4887;АЭР;29.09.22; -; -; -;ок;офис АЭР;;
4888;АЭР;29.09.22;Уралэнергосбыт;ПИР;замечания к ТРП;неокончено;офис АЭР;;Псков
